transaction_id,client_id,country,amount,transaction_type,risk_score,transaction_date
T00409,C382,Turkey,4141.52,Online,73,2025-12-06 12:54:00
T00410,C599,Spain,798.76,POS,32,2025-11-23 08:10:00
T00411,C528,UK,1002.57,Transfer,44,2025-09-28 18:08:00
T00412,C529,UK,8948.53,Online,69,2025-06-27 16:46:00
T00413,C372,China,3440.48,ATM,39,2025-01-10 07:55:00
T00414,C678,Spain,5447.24,POS,43,2025-07-13 16:59:00
T00415,C994,Spain,18471.43,ATM,92,2025-06-21 19:40:00
T00416,C278,China,2949.99,Card,23,2025-01-25 06:24:00
T00417,C399,France,6263.92,Card,78,2025-05-03 20:19:00
T00418,C744,Morocco,3441.35,Card,61,2025-03-29 14:46:00
T00419,C246,Turkey,6907.53,ATM,46,2025-03-08 10:42:00
T00420,C666,UAE,6462.94,POS,69,2025-02-15 19:00:00
T00421,C944,Turkey,6852.94,Card,58,2025-06-28 15:56:00
T00422,C399,France,700.19,POS,24,2025-08-25 01:52:00
T00423,C589,France,53.61,Transfer,17,2025-05-05 04:47:00
T00424,C117,China,2356.24,Transfer,73,2025-01-16 11:07:00
T00425,C379,Spain,2402.86,ATM,77,2025-03-19 09:15:00
T00426,C261,Canada,8323.71,POS,41,2025-08-14 19:45:00
T00427,C737,Turkey,1109.47,Transfer,50,2025-10-24 06:50:00
T00428,C490,France,4286.37,Card,64,2025-07-27 12:00:00
T00429,C742,USA,7623.49,ATM,65,2025-05-27 09:25:00
T00430,C480,Germany,5101.28,ATM,47,2025-01-08 23:53:00
T00431,C863,China,8017.14,Transfer,57,2025-12-27 01:46:00
T00432,C945,Germany,395.59,POS,23,2025-09-01 18:53:00
T00433,C578,China,5965.84,Card,72,2025-09-21 06:43:00
T00434,C190,Spain,5428.43,Transfer,67,2025-09-06 01:44:00
T00435,C861,USA,7797.91,Transfer,53,2025-01-29 16:02:00
T00436,C414,USA,2761.81,ATM,53,2025-01-27 20:26:00
T00437,C738,UAE,726.67,Transfer,13,2025-01-16 22:48:00
T00438,C535,Spain,6023.42,POS,39,2025-08-21 14:27:00
T00439,C355,UAE,1791.68,Card,23,2025-09-12 14:20:00
T00440,C267,Germany,8890.73,POS,76,2025-06-28 03:41:00
T00441,C731,China,147.17,Transfer,24,2025-02-23 21:44:00
T00442,C223,China,1605.9,Card,19,2025-07-13 10:17:00
T00443,C496,Turkey,2814.36,Online,79,2025-10-16 13:12:00
T00444,C107,USA,7575.92,Online,23,2025-03-23 23:51:00
T00445,C312,China,471.92,Online,70,2025-04-14 23:15:00
T00446,C749,Germany,6843.89,Online,15,2025-10-23 08:15:00
T00447,C931,France,8461.33,POS,34,2025-07-15 02:10:00
T00448,C733,UK,1959.54,Online,67,2025-11-29 07:51:00
T00449,C185,Germany,3052.77,POS,46,2025-08-02 16:03:00
T00450,C941,Germany,4532.53,ATM,61,2025-01-29 09:27:00
T00451,C210,Spain,1392.34,Online,39,2025-06-17 21:13:00
T00452,C580,Turkey,5362.93,ATM,10,2025-10-01 09:57:00
T00453,C864,China,2539.1,ATM,28,2025-12-27 02:09:00
T00454,C377,UAE,2223.79,Transfer,67,2025-09-15 07:03:00
T00455,C194,Germany,11559.25,Card,87,2025-03-29 16:15:00
T00456,C602,Turkey,6503.6,Card,12,2025-02-02 14:42:00
T00457,C282,USA,5927.52,Card,38,2025-08-21 06:15:00
T00458,C132,USA,3906.82,Transfer,30,2025-11-11 00:59:00
T00459,C376,Germany,7461.46,POS,15,2025-10-10 20:32:00
T00460,C492,Morocco,3420.86,Transfer,31,2025-09-21 15:55:00
T00461,C694,UK,18097.62,Card,80,2025-06-06 21:18:00
T00462,C738,Spain,18388.13,ATM,89,2025-08-17 16:59:00
T00463,C273,Turkey,1788.75,Transfer,33,2025-08-20 14:21:00
T00464,C846,China,2002.23,ATM,9,2025-01-24 17:33:00
T00465,C877,France,6719.9,ATM,14,2025-03-07 02:18:00
T00466,C762,Turkey,5547.45,Online,36,2025-05-21 19:48:00
T00467,C808,Morocco,21574.84,Transfer,86,2025-05-24 19:31:00
T00468,C420,UAE,1488.85,ATM,47,2025-02-14 20:19:00
T00469,C295,UK,3545.95,Transfer,7,2025-04-18 06:21:00
T00470,C445,France,5106.92,POS,35,2025-09-18 01:03:00
T00471,C158,USA,6150.38,Online,68,2025-05-27 18:49:00
T00472,C325,Turkey,26415.56,Transfer,88,2025-04-30 18:22:00
T00473,C745,USA,3120.64,POS,27,2025-09-18 17:04:00
T00474,C530,UK,1761.56,POS,26,2025-10-25 03:37:00
T00475,C896,Canada,1812.56,POS,55,2025-06-13 23:08:00
T00476,C608,China,7471.22,POS,6,2025-08-26 11:40:00
T00477,C847,Morocco,9154.98,Transfer,9,2025-09-20 20:07:00
T00478,C195,Morocco,25506.57,Card,96,2025-07-03 12:05:00
T00479,C213,Germany,9429.14,Online,15,2025-03-22 01:31:00
T00480,C740,UK,3715.97,POS,45,2025-10-13 00:27:00
T00481,C163,Canada,7789.99,Online,25,2025-03-12 09:10:00
T00482,C994,UAE,821.41,POS,43,2025-05-24 06:09:00
T00483,C928,China,2236.51,POS,44,2025-08-29 03:55:00
T00484,C954,China,4714.1,Card,66,2025-04-12 19:51:00
T00485,C859,Spain,7537.67,ATM,7,2025-02-05 10:23:00
T00486,C767,Germany,2818.46,POS,63,2025-05-25 16:29:00
T00487,C824,Canada,6065.55,ATM,29,2025-07-21 00:46:00
T00488,C116,France,9120.86,POS,45,2025-08-09 05:52:00
T00489,C649,Canada,6589.83,Online,55,2025-05-12 03:21:00
T00490,C615,Canada,5393.3,ATM,31,2025-03-07 18:00:00
T00491,C822,Canada,4853.22,POS,6,2025-10-07 07:18:00
T00492,C672,USA,3611.31,Transfer,75,2025-09-21 15:08:00
T00493,C689,Germany,3305.17,POS,64,2025-03-30 17:13:00
T00494,C496,UK,728.26,POS,19,2025-11-25 12:14:00
T00495,C553,Morocco,7437.36,ATM,40,2025-03-14 17:47:00
T00496,C954,Turkey,5891.22,Online,68,2025-06-14 23:32:00
T00497,C202,Morocco,9936.24,Transfer,20,2025-12-29 16:39:00
T00498,C678,UAE,1185.67,ATM,14,2025-08-26 02:41:00
T00499,C622,USA,2330.61,Transfer,33,2025-11-23 13:27:00
T00500,C222,Morocco,27351.18,POS,91,2025-09-05 08:58:00
T00501,C725,France,1455.13,ATM,24,2025-02-17 15:48:00
T00502,C870,Germany,2547.9,Online,12,2025-04-07 00:38:00
T00503,C512,France,3105.04,Online,51,2025-02-15 08:26:00
T00504,C502,Canada,33366.23,Online,87,2025-09-16 09:28:00
T00505,C202,Spain,3714.04,Card,24,2025-09-02 02:59:00
T00506,C857,UAE,6706.12,POS,41,2025-08-11 16:35:00
T00507,C476,France,9722.54,Card,44,2025-07-05 04:54:00
T00508,C725,France,9439.97,Transfer,34,2025-11-18 15:55:00
T00509,C867,UAE,1475.32,Card,79,2025-06-15 12:44:00
T00510,C363,UAE,6918.62,Transfer,66,2025-06-23 22:11:00
T00511,C154,Spain,41339.3,Online,81,2025-02-23 19:25:00
T00512,C528,Turkey,652.04,Online,30,2025-07-14 09:00:00
T00513,C804,UK,4726.51,Transfer,56,2025-02-20 19:08:00
T00514,C268,China,9785.5,Transfer,38,2025-03-27 16:36:00
T00515,C224,UK,8884.37,Transfer,25,2025-08-15 21:20:00
T00516,C135,UK,908.2,Transfer,48,2025-11-22 01:37:00
T00517,C296,Morocco,6738.24,Card,19,2025-07-18 12:23:00
T00518,C778,France,5356.8,POS,52,2025-10-09 01:35:00
T00519,C168,China,6998.83,Online,55,2025-10-20 03:11:00
T00520,C114,UAE,1215.52,Card,79,2025-11-21 21:46:00
T00521,C365,UK,5554.18,Transfer,48,2025-06-25 16:22:00
T00522,C971,China,360.23,ATM,49,2025-07-13 09:31:00
T00523,C230,France,5020.73,Transfer,9,2025-01-18 22:46:00
T00524,C173,UAE,7133.06,Card,76,2025-03-06 10:26:00
T00525,C900,China,4910.86,POS,69,2025-05-14 19:38:00
T00526,C550,USA,6313.02,ATM,29,2025-08-18 08:44:00
T00527,C756,Morocco,7815.98,Online,24,2025-12-17 23:10:00
T00528,C649,UAE,6271.25,Card,54,2025-01-18 19:54:00
T00529,C417,China,277.25,ATM,51,2025-10-14 17:03:00
T00530,C386,Turkey,5377.59,Transfer,61,2025-01-19 02:07:00
T00531,C877,Germany,230.88,Transfer,40,2025-08-06 22:56:00
T00532,C985,Spain,6789.94,POS,63,2025-08-07 06:33:00
T00533,C646,Turkey,9337.23,Card,66,2025-07-05 17:47:00
T00534,C607,Turkey,537.6,Online,33,2025-04-08 15:31:00
T00535,C661,France,7658.49,Transfer,44,2025-03-16 21:29:00
T00536,C570,Morocco,206.46,Online,40,2025-08-16 23:03:00
T00537,C193,USA,3094.97,Card,20,2025-11-02 01:06:00
T00538,C421,France,549.42,ATM,37,2025-03-27 22:08:00
T00539,C205,Germany,1687.67,ATM,79,2025-07-24 17:01:00
T00540,C182,Spain,7282.1,POS,16,2025-11-07 14:59:00
T00541,C608,Canada,3302.17,POS,15,2025-03-14 17:41:00
T00542,C448,France,984.98,ATM,57,2025-06-14 15:25:00
T00543,C766,Germany,6771.65,ATM,26,2025-11-20 17:40:00
T00544,C285,UAE,2331.98,POS,63,2025-09-17 14:09:00
T00545,C961,Morocco,3151.28,ATM,79,2025-06-15 12:12:00
T00546,C429,UAE,3200.83,Online,17,2025-11-29 11:08:00
T00547,C941,UK,2763.86,Card,33,2025-01-13 09:31:00
T00548,C694,France,57.21,Online,76,2025-07-18 20:59:00
T00549,C858,Germany,9369.23,POS,73,2025-09-26 20:51:00
T00550,C532,UAE,30481.66,Card,81,2025-07-06 18:14:00
T00551,C593,China,7471.33,Card,42,2025-02-01 20:13:00
T00552,C634,China,7070.9,POS,72,2025-08-02 00:14:00
T00553,C162,UAE,1281.77,Online,60,2025-02-01 02:57:00
T00554,C184,China,5397.0,Transfer,11,2025-11-06 20:29:00
T00555,C373,UK,8019.23,Card,8,2025-04-17 07:38:00
T00556,C907,France,1207.23,Card,59,2025-05-24 16:21:00
T00557,C430,Morocco,7777.29,Card,35,2025-07-29 16:39:00
T00558,C693,Spain,41320.17,Card,99,2025-10-12 12:32:00
T00559,C787,France,9280.06,Card,47,2025-01-05 15:13:00
T00560,C317,China,8624.73,POS,65,2025-04-14 04:11:00
T00561,C811,France,9589.42,Card,63,2025-10-19 12:26:00
T00562,C634,China,9450.02,Card,70,2025-01-12 20:07:00
T00563,C774,UK,1354.17,ATM,76,2025-06-06 22:40:00
T00564,C728,USA,4142.05,Transfer,73,2025-04-13 03:31:00
T00565,C235,Spain,1005.52,POS,30,2025-10-09 01:58:00
T00566,C275,Canada,7431.52,Transfer,41,2025-01-01 10:35:00
T00567,C664,Turkey,6276.18,POS,73,2025-02-07 00:29:00
T00568,C480,Canada,3670.52,Card,22,2025-07-17 04:45:00
T00569,C577,Germany,21572.05,Card,83,2025-09-28 09:22:00
T00570,C382,Germany,4423.73,POS,10,2025-04-28 17:15:00
T00571,C965,Spain,1450.5,Card,67,2025-05-01 15:09:00
T00572,C854,UAE,5993.15,Online,44,2025-09-26 22:36:00
T00573,C696,Germany,2217.3,POS,39,2025-08-17 13:22:00
T00574,C171,France,47381.44,Card,84,2025-03-16 19:57:00
T00575,C768,Morocco,4612.37,ATM,75,2025-03-15 03:31:00
T00576,C512,UK,7218.42,Transfer,74,2025-04-27 08:22:00
T00577,C594,USA,12324.87,ATM,91,2025-02-16 17:23:00
T00578,C261,Canada,21335.04,Card,90,2025-05-22 20:34:00
T00579,C791,Germany,2409.34,POS,14,2025-09-02 13:39:00
T00580,C367,UK,24141.76,Online,80,2025-12-23 03:23:00
T00581,C179,Turkey,222.88,ATM,66,2025-03-15 08:52:00
T00582,C430,China,9851.97,Online,57,2025-01-18 17:36:00
T00583,C268,USA,447.53,Transfer,55,2025-05-09 14:44:00
T00584,C941,Spain,1124.51,Online,20,2025-08-30 16:10:00
T00585,C901,Morocco,8864.09,ATM,22,2025-12-23 01:31:00
T00586,C855,France,152.29,Transfer,70,2025-08-25 06:14:00
T00587,C151,Germany,6586.63,ATM,79,2025-02-19 00:15:00
T00588,C989,UAE,2045.26,Transfer,17,2025-10-04 17:08:00
T00589,C983,France,9114.74,Transfer,35,2025-07-21 03:20:00
T00590,C279,UK,3218.18,ATM,14,2025-05-10 21:13:00
T00591,C542,UAE,1033.58,Online,5,2025-07-05 22:43:00
T00592,C597,Morocco,170.86,Online,37,2025-05-07 21:32:00
T00593,C742,Germany,5776.79,ATM,37,2025-07-14 08:19:00
T00594,C928,Spain,7747.13,Transfer,64,2025-01-26 02:30:00
T00595,C467,France,7986.1,POS,58,2025-05-12 10:26:00
T00596,C916,Turkey,8874.86,Card,73,2025-10-17 13:47:00
T00597,C372,France,4544.09,Online,78,2025-11-18 19:16:00
T00598,C249,Morocco,9002.0,POS,38,2025-11-12 19:13:00
T00599,C248,France,4971.07,ATM,21,2025-11-10 08:30:00
T00600,C617,Spain,7075.09,ATM,45,2025-05-03 04:34:00
T00601,C668,China,1252.01,Card,66,2025-03-18 03:28:00
T00602,C655,France,8441.85,Card,24,2025-12-16 16:58:00
T00603,C783,Canada,4148.97,ATM,71,2025-07-18 01:15:00
T00604,C871,Spain,4579.31,Card,72,2025-08-13 15:13:00
T00605,C962,Canada,7082.29,Card,51,2025-01-10 21:10:00
T00606,C306,UK,74.75,ATM,45,2025-06-06 09:22:00
T00607,C583,Germany,8086.93,POS,6,2025-03-09 18:20:00
T00608,C863,China,2744.93,ATM,60,2025-07-03 02:45:00
T00609,C315,UK,3748.56,Card,34,2025-12-21 06:02:00
T00610,C904,UK,9984.88,Card,58,2025-06-12 18:49:00
T00611,C519,Spain,8377.32,Card,48,2025-03-24 19:30:00
T00612,C606,Germany,3292.13,Card,47,2025-05-10 23:08:00
T00613,C914,UK,7226.56,ATM,55,2025-10-25 04:36:00
T00614,C376,China,1916.93,Card,9,2025-05-21 16:15:00
T00615,C465,UAE,9478.43,Transfer,37,2025-12-03 00:03:00
T00616,C133,China,5293.84,POS,5,2025-12-01 23:52:00
T00617,C189,Morocco,10504.21,POS,93,2025-02-13 14:16:00
T00618,C541,Spain,5523.3,POS,38,2025-03-15 22:40:00
T00619,C641,France,7954.78,Card,38,2025-10-03 10:54:00
T00620,C379,France,2059.63,Transfer,77,2025-01-06 08:43:00
T00621,C468,Spain,3158.95,Card,8,2025-12-13 02:28:00
T00622,C942,Spain,9869.3,Online,62,2025-04-02 23:07:00
T00623,C799,UK,5411.7,Online,20,2025-04-01 10:56:00
T00624,C347,Germany,6290.53,Transfer,43,2025-06-19 15:54:00
T00625,C525,China,1508.2,Transfer,69,2025-12-03 02:34:00
T00626,C700,UK,19779.76,Card,88,2025-08-21 10:39:00
T00627,C836,China,6435.83,POS,73,2025-07-29 14:07:00
T00628,C603,USA,309.88,Transfer,52,2025-10-21 18:14:00
T00629,C505,China,9157.0,Online,66,2025-06-15 22:17:00
T00630,C188,Germany,8853.19,Online,14,2025-08-10 18:57:00
T00631,C324,Morocco,6525.57,ATM,40,2025-03-05 08:45:00
T00632,C355,UK,152.35,POS,62,2025-07-10 01:03:00
T00633,C800,USA,2869.63,ATM,21,2025-01-01 01:34:00
T00634,C948,Spain,9260.99,Transfer,7,2025-10-06 00:35:00
T00635,C723,Canada,5832.48,Online,25,2025-10-16 20:04:00
T00636,C397,Turkey,2510.01,Card,46,2025-09-04 18:53:00
T00637,C347,Spain,8614.78,POS,21,2025-02-15 02:57:00
T00638,C431,Turkey,3658.65,Online,12,2025-06-16 23:12:00
T00639,C346,Germany,5529.77,Transfer,22,2025-08-09 20:16:00
T00640,C207,Turkey,9687.38,Transfer,9,2025-03-18 18:33:00
T00641,C640,UAE,9842.57,Transfer,60,2025-02-24 12:43:00
T00642,C181,France,6671.17,Online,58,2025-02-14 23:28:00
T00643,C483,France,30252.95,POS,84,2025-10-02 15:02:00
T00644,C674,UK,5860.52,POS,49,2025-06-11 18:49:00
T00645,C302,China,8849.86,Transfer,13,2025-03-06 22:07:00
T00646,C581,USA,1873.44,Transfer,13,2025-04-20 06:55:00
T00647,C156,UK,242.18,ATM,25,2025-02-20 08:56:00
T00648,C964,Morocco,1308.77,ATM,78,2025-03-02 03:37:00
T00649,C545,Spain,6141.23,ATM,28,2025-07-18 11:51:00
T00650,C399,USA,26061.12,ATM,90,2025-03-19 09:05:00
T00651,C216,France,5750.33,Card,23,2025-11-05 07:07:00
T00652,C570,China,5742.59,Online,75,2025-12-29 16:29:00
T00653,C920,Germany,9043.26,POS,6,2025-09-16 00:23:00
T00654,C382,France,316.46,POS,8,2025-10-05 11:37:00
T00655,C118,Spain,878.13,POS,6,2025-04-30 21:09:00
T00656,C106,Spain,7646.33,Card,47,2025-08-25 13:58:00
T00657,C899,France,4622.88,Online,56,2025-03-04 04:40:00
T00658,C949,Morocco,8941.28,ATM,31,2025-04-23 18:28:00
T00659,C139,China,6651.59,POS,46,2025-10-22 08:46:00
T00660,C458,Canada,1018.33,Card,25,2025-12-17 13:47:00
T00661,C576,UAE,1992.53,ATM,14,2025-02-25 10:20:00
T00662,C269,Germany,9286.73,ATM,33,2025-03-26 01:02:00
T00663,C450,UK,2145.06,ATM,13,2025-02-12 06:05:00
T00664,C226,Canada,2375.34,ATM,61,2025-12-25 20:03:00
T00665,C677,France,1910.14,ATM,30,2025-10-22 08:36:00
T00666,C175,UK,3994.91,POS,45,2025-04-04 04:29:00
T00667,C401,Canada,6923.3,ATM,68,2025-06-28 21:05:00
T00668,C563,Morocco,2055.08,Transfer,17,2025-01-16 22:32:00
T00669,C866,USA,7983.39,Transfer,24,2025-02-05 20:21:00
T00670,C602,Canada,4901.08,Online,58,2025-10-05 17:17:00
T00671,C567,China,2034.1,POS,66,2025-10-24 00:00:00
T00672,C485,France,2082.0,Card,43,2025-04-09 08:32:00
T00673,C935,UK,7970.22,ATM,42,2025-09-15 18:56:00
T00674,C874,Spain,337.66,POS,78,2025-03-21 05:03:00
T00675,C126,China,4466.57,Transfer,9,2025-07-13 20:16:00
T00676,C489,France,543.72,Card,68,2025-09-22 02:50:00
T00677,C144,UK,4178.57,POS,74,2025-01-28 13:05:00
T00678,C893,Canada,6501.21,Card,41,2025-10-18 01:01:00
T00679,C339,Canada,4889.99,Online,59,2025-03-01 06:10:00
T00680,C953,Germany,39972.78,Transfer,98,2025-07-10 03:32:00
T00681,C721,China,1875.39,ATM,32,2025-12-31 21:42:00
T00682,C348,France,35040.81,ATM,96,2025-01-14 19:22:00
T00683,C313,Spain,611.48,ATM,24,2025-11-24 13:52:00
T00684,C480,UAE,963.4,Card,19,2025-04-23 22:08:00
T00685,C157,UAE,2854.18,ATM,75,2025-03-17 04:18:00
T00686,C125,China,40549.63,ATM,93,2025-01-28 13:14:00
T00687,C324,France,3733.89,POS,70,2025-12-29 03:12:00
T00688,C156,China,32318.82,POS,90,2025-08-30 04:51:00
T00689,C798,Turkey,9481.82,POS,55,2025-05-12 01:17:00
T00690,C237,UK,48769.91,Online,98,2025-07-04 15:44:00
T00691,C718,France,5248.94,Card,19,2025-07-18 23:59:00
T00692,C706,USA,3204.04,POS,25,2025-11-25 02:12:00
T00693,C620,USA,677.94,ATM,56,2025-10-25 23:12:00
T00694,C405,Spain,7248.83,Card,73,2025-11-13 02:40:00
T00695,C104,China,5600.26,Card,76,2025-10-29 18:44:00
T00696,C137,UAE,4646.73,ATM,53,2025-03-06 23:52:00
T00697,C708,Morocco,5893.63,POS,29,2025-01-29 06:41:00
T00698,C776,France,2992.22,Transfer,58,2025-09-12 08:30:00
T00699,C602,France,9147.78,Transfer,39,2025-05-26 00:42:00
T00700,C520,UAE,1989.24,Online,15,2025-10-30 11:01:00
T00701,C508,China,4040.29,Transfer,8,2025-09-10 12:56:00
T00702,C788,USA,7394.71,POS,59,2025-01-22 08:43:00
T00703,C217,Germany,1298.49,Online,16,2025-10-23 21:00:00
T00704,C750,UK,950.06,Card,32,2025-11-26 22:36:00
T00705,C217,Canada,7286.51,Online,20,2025-07-12 22:14:00
T00706,C282,China,3699.19,Online,9,2025-02-23 18:25:00
T00707,C933,Spain,3932.76,Online,53,2025-03-21 15:07:00
T00708,C856,France,141.65,ATM,42,2025-02-14 13:55:00
T00709,C865,Canada,6626.08,POS,53,2025-02-03 19:41:00
T00710,C121,USA,17394.86,Transfer,95,2025-05-06 00:49:00
T00711,C392,Canada,5507.05,POS,38,2025-08-25 12:44:00
T00712,C812,France,3704.78,Card,14,2025-08-14 21:59:00
T00713,C560,Canada,3743.93,Online,77,2025-09-07 08:53:00
T00714,C405,Morocco,6633.79,ATM,66,2025-09-29 14:56:00
T00715,C940,UK,9633.31,Card,20,2025-11-19 09:55:00
T00716,C679,Canada,47380.22,POS,99,2025-11-18 10:43:00
T00717,C479,Canada,7215.51,Transfer,34,2025-04-13 09:59:00
T00718,C544,Turkey,1376.95,Online,50,2025-03-07 16:37:00
T00719,C892,USA,4676.38,ATM,64,2025-01-10 03:51:00
T00720,C206,Germany,9324.47,Transfer,42,2025-10-14 17:01:00
T00721,C366,USA,9660.04,Card,67,2025-12-22 00:29:00
T00722,C437,Turkey,9168.55,Transfer,15,2025-02-16 14:08:00
T00723,C453,Canada,29001.17,Transfer,93,2025-02-06 14:05:00
T00724,C359,Canada,370.23,Transfer,65,2025-04-06 20:51:00
T00725,C830,Turkey,9927.06,Card,32,2025-06-21 12:00:00
T00726,C555,Germany,8259.31,Transfer,79,2025-08-09 01:56:00
T00727,C262,UAE,6631.52,Transfer,66,2025-09-23 19:11:00
T00728,C780,Turkey,724.85,Online,39,2025-10-10 07:19:00
T00729,C857,France,5769.61,Online,17,2025-12-10 07:18:00
T00730,C755,Turkey,3600.43,Online,74,2025-01-29 19:58:00
T00731,C456,Canada,6776.52,Transfer,16,2025-05-30 20:16:00
T00732,C377,USA,4326.65,Transfer,57,2025-08-20 18:41:00
T00733,C664,UAE,7640.12,Transfer,74,2025-09-14 19:40:00
T00734,C761,UAE,9892.74,Card,61,2026-01-01 23:27:00
T00735,C197,UAE,6241.5,Card,43,2025-11-16 04:45:00
T00736,C372,Canada,8034.22,Online,21,2025-10-07 11:50:00
T00737,C393,UK,4596.83,Transfer,33,2025-07-14 15:01:00
T00738,C636,Morocco,1061.18,Online,65,2025-09-19 09:48:00
T00739,C876,Canada,8160.5,ATM,48,2025-04-03 20:38:00
T00740,C141,UK,4274.35,Online,37,2025-01-18 09:21:00
T00741,C247,UK,393.44,POS,33,2025-06-27 01:49:00
T00742,C198,France,2063.89,Online,59,2025-10-20 22:43:00
T00743,C417,Morocco,2229.39,Card,65,2025-04-18 23:12:00
T00744,C171,Spain,7601.84,ATM,53,2025-11-14 06:11:00
T00745,C756,Spain,3186.03,POS,10,2025-02-16 09:30:00
T00746,C512,China,2157.48,Transfer,60,2025-07-15 07:31:00
T00747,C810,China,2956.76,ATM,78,2025-07-05 01:14:00
T00748,C142,China,2194.65,POS,59,2025-09-25 08:35:00
T00749,C843,France,18460.08,Online,84,2025-01-03 16:28:00
T00750,C390,UAE,4915.37,Card,13,2025-03-28 04:17:00
T00751,C328,UAE,1365.42,Card,17,2025-11-02 05:12:00
T00752,C712,USA,2250.14,Card,63,2025-02-26 14:58:00
T00753,C207,USA,9009.11,Card,27,2025-02-28 17:42:00
T00754,C264,UK,701.17,Transfer,56,2025-02-23 16:17:00
T00755,C988,USA,37798.18,ATM,95,2025-01-10 12:34:00
T00756,C743,Germany,4793.88,ATM,73,2025-05-09 23:18:00
T00757,C557,USA,5103.27,Online,33,2025-06-06 11:03:00
T00758,C147,Spain,9592.25,Online,14,2025-10-19 01:45:00
T00759,C680,Spain,8474.6,Online,38,2025-05-07 16:15:00
T00760,C540,China,5673.01,POS,65,2025-03-04 13:09:00
T00761,C447,China,4094.03,POS,59,2025-06-22 18:35:00
T00762,C812,Spain,359.13,ATM,29,2025-06-09 06:48:00
T00763,C151,France,2793.93,Card,47,2025-03-21 10:05:00
T00764,C894,UK,1810.19,Online,77,2025-08-10 18:36:00
T00765,C700,Morocco,6911.0,ATM,39,2025-01-13 15:17:00
T00766,C563,France,5698.08,POS,35,2025-08-26 12:28:00
T00767,C486,China,2849.56,Online,37,2025-10-19 18:02:00
T00768,C981,Morocco,6553.12,ATM,53,2025-04-19 14:45:00
T00769,C460,UAE,2031.79,Online,54,2025-03-06 19:43:00
T00770,C837,France,550.19,Transfer,20,2025-02-23 21:55:00
T00771,C902,France,3887.25,Online,41,2025-04-18 23:56:00
T00772,C297,UK,3617.23,Card,55,2025-12-22 23:07:00
T00773,C694,China,3472.57,Transfer,20,2025-11-26 20:22:00
T00774,C981,China,6364.03,POS,61,2025-11-06 09:22:00
T00775,C366,China,2705.71,Transfer,42,2025-02-04 17:40:00
T00776,C511,Spain,2715.27,Online,65,2025-02-21 11:53:00
T00777,C819,France,4195.13,POS,13,2025-07-14 11:16:00
T00778,C979,UK,5202.04,POS,59,2025-09-29 08:05:00
T00779,C653,Spain,8779.08,POS,29,2025-05-01 21:03:00
T00780,C885,China,3754.89,ATM,41,2025-07-25 08:15:00
T00781,C586,USA,8033.68,Card,21,2025-02-28 12:43:00
T00782,C271,UAE,1628.25,Transfer,52,2025-12-19 17:07:00
T00783,C936,UK,47462.58,POS,82,2025-11-03 13:03:00
T00784,C938,Spain,9237.29,Card,51,2025-09-06 20:53:00
T00785,C976,Morocco,4190.34,Transfer,16,2025-05-31 14:29:00
T00786,C667,UK,3236.41,ATM,63,2025-07-19 04:03:00
T00787,C898,UAE,10664.03,POS,93,2025-10-10 04:50:00
T00788,C792,Spain,3150.45,Transfer,60,2025-05-13 01:55:00
T00789,C622,Spain,9384.41,Online,59,2025-04-19 07:18:00
T00790,C614,Spain,7628.45,Card,79,2025-08-26 21:40:00
T00791,C556,Canada,34081.06,Online,91,2025-04-03 08:49:00
T00792,C725,UK,8434.6,Card,35,2025-10-04 18:07:00
T00793,C443,USA,8607.52,ATM,69,2025-11-06 01:32:00
T00794,C660,Germany,2419.1,Card,5,2025-02-15 15:28:00
T00795,C535,UK,1822.66,ATM,74,2025-10-21 20:28:00
T00796,C353,China,9116.97,Transfer,33,2025-05-16 16:04:00
T00797,C788,UAE,42252.28,ATM,89,2025-11-18 06:14:00
T00798,C964,France,6869.23,Transfer,39,2025-02-03 17:45:00
T00799,C204,Turkey,32979.67,Transfer,81,2025-11-14 10:49:00
T00800,C508,Spain,7714.93,Transfer,22,2025-07-18 04:46:00
T00801,C221,France,1253.32,ATM,16,2025-09-21 09:08:00
T00802,C333,Germany,3903.14,Transfer,24,2025-05-06 23:54:00
T00803,C101,USA,4017.05,POS,65,2025-11-30 14:25:00
T00804,C843,China,8190.77,Transfer,39,2025-01-22 03:50:00
T00805,C787,Spain,2315.39,Online,39,2025-12-14 03:19:00
T00806,C107,China,5276.48,POS,33,2025-05-11 15:03:00
T00807,C912,UK,1220.65,Transfer,59,2025-03-29 16:40:00
T00808,C395,Turkey,7301.64,POS,34,2025-03-06 03:39:00
T00809,C917,UAE,4567.19,POS,53,2025-01-27 16:39:00
T00810,C527,China,5156.78,POS,5,2025-09-16 04:52:00
T00811,C967,Morocco,4077.67,Online,6,2025-01-08 08:23:00
T00812,C250,China,395.84,Transfer,46,2025-12-01 00:23:00
T00813,C960,UK,8328.38,Card,21,2025-03-12 08:06:00
T00814,C657,Canada,5637.78,Card,68,2025-09-11 10:34:00
T00815,C984,Turkey,48842.1,Card,85,2025-11-20 17:21:00
T00816,C968,UK,3538.12,Transfer,26,2025-05-30 01:48:00
T00817,C829,France,3863.01,Transfer,44,2025-08-22 06:03:00
T00818,C497,Canada,8624.18,Online,27,2025-02-04 17:43:00
T00819,C628,UK,2374.91,ATM,51,2025-01-08 13:52:00
